loan_id,product_type,date_fulfilled_utc,,,,
747414,Fenix Power TV 24in FTA BJ,10/21/19 16:55,,,,
464326,Fenix 2,1/28/19 12:51,,,,
623126,Fenix Radio +5,7/4/19 11:31,,,,
512412,Fenix Radio +3,3/27/19 16:03,,,,
824103,Fenix Radio +3,12/11/19 9:33,,,,
779208,Fenix 2,11/13/19 15:57,,,,
789284,"Fenix Power TV 24in FTA Upgrade, BJ",11/18/19 15:20,,,,
794633,Fenix Power TV 24in FTA BJ,11/21/19 16:41,,,,
845291,Fenix Power TV 24in FTA BJ,12/23/19 16:15,,,,
624621,Fenix 2,7/5/19 9:20,,,,
680113,Fenix 2,8/29/19 8:15,,,,
559621,Fenix 2,5/16/19 16:48,,,,
849142,Fenix 2,12/27/19 17:40,,,,
519432,Fenix Radio +5,4/3/19 16:20,,,,
473662,Fenix Radio +3,2/6/19 18:35,,,,
549737,Fenix Radio +3,5/9/19 19:36,,,,
783993,Fenix 3,11/15/19 20:45,,,,
891054,Fenix Power TV 24in FTA BJ,2/3/20 8:45,,,,
562449,Fenix 3,5/18/19 15:28,,,,
450290,Fenix 2,1/14/19 14:45,,,,
558378,Fenix Radio +3,5/16/19 8:31,,,,
906626,Fenix 3,2/12/20 17:37,,,,
409921,Fenix Radio +3,12/7/18 19:25,,,,
535364,Fenix Radio +3,4/24/19 7:25,,,,
422947,Fenix 2,12/18/18 10:22,,,,
820257,Fenix 3,12/9/19 11:42,,,,
756613,Fenix 2,10/28/19 17:00,,,,
830719,Fenix Power TV 24in FTA BJ,12/15/19 16:17,,,,
554540,Fenix 3,5/13/19 19:52,,,,
800229,Fenix Radio +3,11/26/19 13:06,,,,
514056,Fenix Radio +3,3/29/19 12:57,,,,
447423,Fenix 2,1/10/19 17:52,,,,
664444,Fenix Radio +3,8/13/19 13:46,,,,
531851,Fenix Radio +5,4/18/19 20:01,,,,
807459,Fenix Radio +3,11/30/19 17:54,,,,
777980,"Fenix Power TV 24in FTA Upgrade, BJ",11/13/19 10:29,,,,
638808,Fenix 3,7/20/19 13:02,,,,
828640,Fenix Radio +3,12/14/19 5:36,,,,
839911,Fenix 3,12/20/19 16:15,,,,
736827,Fenix Power TV 24in FTA BJ,10/12/19 14:20,,,,
524903,Fenix Radio +3,4/9/19 18:12,,,,
652429,Fenix 3,8/1/19 12:05,,,,
912831,Fenix Power TV 24in FTA BJ,2/18/20 15:27,,,,
682597,Fenix Radio +3,8/30/19 15:03,,,,
675230,Fenix Radio +3,8/23/19 14:55,,,,
549190,Fenix Radio +3,5/9/19 12:50,,,,
909029,"Fenix Power TV 24in FTA Upgrade, BJ",2/14/20 17:16,,,,
488614,Fenix Woofer +3,2/25/19 18:30,,,,
905823,Fenix Radio +3,2/12/20 11:05,,,,
832676,Fenix 3,12/17/19 14:55,,,,
482298,Fenix Radio +3,2/15/19 17:44,,,,
919188,Fenix Power TV 24in FTA BJ,2/24/20 14:58,,,,
483167,Fenix Radio +5,2/17/19 16:35,,,,
710493,"Fenix Power TV 24in FTA Upgrade, BJ",9/21/19 9:46,,,,
450416,Fenix Radio +3,1/14/19 14:23,,,,
823332,Fenix Power TV 24in FTA BJ,12/10/19 15:45,,,,
533288,Fenix Radio +3,4/20/19 13:32,,,,
917667,Fenix Radio +3,2/22/20 18:33,,,,
738533,Fenix 2,10/13/19 15:26,,,,
496008,Fenix 3,3/6/19 19:02,,,,
814190,Fenix Radio +3,12/5/19 12:39,,,,
769520,Fenix Radio +3,11/7/19 18:08,,,,
647818,Fenix 3,7/27/19 13:27,,,,
806985,Fenix Power TV 24in FTA BJ,11/30/19 13:36,,,,
513230,Fenix 2,3/28/19 17:41,,,,
755180,Fenix 3,10/27/19 16:42,,,,
549855,Fenix Radio +3,5/9/19 19:39,,,,
608566,Fenix 2,6/20/19 12:05,,,,
664051,Fenix Radio +3,8/13/19 10:43,,,,
854158,Fenix Power TV 24in FTA BJ,12/30/19 16:35,,,,
909610,Fenix 2,2/15/20 12:59,,,,
788344,"Fenix Power TV 24in FTA Upgrade, BJ",11/19/19 13:31,,,,
505120,Fenix Woofer +3,3/18/19 10:31,,,,
854057,Fenix 3,12/30/19 15:36,,,,
730502,Fenix Power TV 24in FTA BJ,10/6/19 17:24,,,,
559773,Fenix 3,5/17/19 8:09,,,,
431516,Fenix Radio +3,12/24/18 9:54,,,,
898363,Fenix Radio +3,2/6/20 11:05,,,,
856809,Fenix Radio +3,1/2/20 13:47,,,,
789357,Fenix Power 4 + Woofer BJ,11/18/19 19:47,,,,
913034,Fenix Radio +3,2/18/20 18:34,,,,
573613,Fenix Radio +5,5/24/19 17:33,,,,
832379,Fenix Radio +5,12/16/19 16:02,,,,
494204,Fenix 2,3/5/19 10:39,,,,
711803,Fenix Power TV 24in FTA BJ,9/22/19 15:09,,,,
812240,Fenix 3,12/4/19 15:33,,,,
583432,Fenix 3,5/31/19 8:30,,,,
833997,Fenix Radio +5,12/17/19 14:42,,,,
616259,Fenix Radio +3,6/27/19 12:10,,,,
867909,Fenix Power TV 24in FTA BJ,1/13/20 17:21,,,,
611243,Fenix 3,6/22/19 17:01,,,,
557185,Fenix Radio +3,5/15/19 12:40,,,,
514380,Fenix Radio +5,3/29/19 14:34,,,,
718874,Fenix Radio +3,9/27/19 10:35,,,,
878759,Fenix 3,1/22/20 11:35,,,,
898202,Fenix Radio +3,2/6/20 10:05,,,,
844172,Fenix Radio +3,12/23/19 11:05,,,,
571543,Fenix 2,5/24/19 11:56,,,,
558193,Fenix Radio +3,5/15/19 19:20,,,,
572726,Fenix 3,5/24/19 17:31,,,,
558173,Fenix 3,5/15/19 19:11,,,,
799936,Fenix Radio +3,11/26/19 11:04,,,,
908445,Fenix Radio +3,2/14/20 14:52,,,,
691774,Fenix Power TV 24in FTA BJ,9/6/19 14:35,,,,
626687,Fenix Radio +3,7/7/19 10:48,,,,
894033,Fenix Radio +3,2/3/20 11:51,,,,
782095,Fenix Radio +3,11/18/19 15:20,,,,
687995,Fenix 3,9/4/19 9:58,,,,
560204,Fenix Radio +3,5/17/19 10:36,,,,
567430,Fenix 3,5/21/19 19:43,,,,
689312,Fenix Radio +3,9/5/19 7:46,,,,
718241,Fenix 2,9/26/19 16:38,,,,
917335,Fenix Power TV 24in FTA BJ,2/22/20 14:02,,,,
661686,Fenix 3,8/10/19 12:57,,,,
817700,Fenix 2,12/7/19 11:47,,,,
853660,Fenix Power TV 24in FTA BJ,12/30/19 13:47,,,,
786670,Fenix Radio +3,11/17/19 14:38,,,,
706865,Fenix Radio +3,9/18/19 11:41,,,,
450482,Fenix Radio +3,1/14/19 15:31,,,,
571313,Fenix 3,5/23/19 16:28,,,,
826946,Fenix Radio +3,12/13/19 14:53,,,,
442400,Fenix Radio +3,1/5/19 20:02,,,,
758768,Fenix Power TV 24in FTA BJ,10/30/19 11:14,,,,
904587,Fenix Power TV 24in FTA BJ,2/11/20 12:07,,,,
638358,Fenix Radio +3,7/18/19 14:54,,,,
747994,Fenix Radio +3,10/21/19 17:06,,,,
773140,Fenix Power TV 24in FTA BJ,11/9/19 17:32,,,,
531218,Fenix Radio +3,4/18/19 10:12,,,,
814829,Fenix Power TV 24in FTA BJ,12/5/19 15:33,,,,
529077,Fenix Radio +5,4/15/19 14:28,,,,
518174,Fenix Radio +3,4/2/19 11:53,,,,
850348,Fenix Power TV 24in FTA BJ,12/27/19 16:10,,,,
826146,Fenix Power TV 24in FTA BJ,12/12/19 22:12,,,,
849582,"Fenix Power TV 24in FTA Upgrade, BJ",12/27/19 10:35,,,,
659831,Fenix Radio +3,8/8/19 15:35,,,,
478981,Fenix Radio +3,2/12/19 9:36,,,,
866443,Fenix Power TV 24in FTA BJ,1/12/20 9:56,,,,
533063,Fenix Radio +3,4/20/19 10:15,,,,
815256,Fenix Radio +3,12/7/19 7:12,,,,
872000,Fenix Power TV 24in FTA BJ,1/17/20 13:33,,,,
621183,Fenix 3,7/2/19 10:48,,,,
783266,Fenix Radio +3,11/15/19 13:49,,,,
765780,Fenix Radio +3,11/4/19 16:32,,,,
787862,Fenix 3,11/17/19 18:57,,,,
433000,Fenix 2,12/27/18 13:29,,,,
573923,Fenix 2,5/24/19 20:01,,,,
901518,Fenix 2,2/8/20 14:38,,,,
515109,Fenix 3,3/30/19 11:26,,,,
864850,Fenix Radio +5,1/10/20 11:39,,,,
702728,Fenix Radio +3,9/14/19 16:48,,,,
650394,Fenix 3,7/30/19 13:04,,,,
654637,Fenix Radio +3,8/3/19 18:47,,,,
789093,Fenix Radio +5,11/18/19 14:00,,,,
391243,Fenix 2,11/22/18 14:29,,,,
617317,Fenix 3,6/28/19 10:53,,,,
614176,Fenix 2,6/25/19 15:30,,,,
744055,Fenix Power TV 24in FTA BJ,10/18/19 13:35,,,,
813971,Fenix Radio +3,12/5/19 12:33,,,,
571225,Fenix 2,5/23/19 15:52,,,,
721686,Fenix Power TV 24in FTA BJ,9/29/19 15:39,,,,
499883,Fenix 3,3/11/19 12:38,,,,
610165,Fenix 3,6/21/19 19:12,,,,
693767,"Fenix Power TV 24in FTA Upgrade, BJ",9/8/19 16:37,,,,
779938,Fenix Radio +3,11/14/19 19:40,,,,
803458,Fenix 2,11/28/19 12:07,,,,
850977,Fenix Radio +3,12/28/19 10:53,,,,
811379,Fenix 3,12/3/19 17:08,,,,
531986,Fenix Radio +3,4/18/19 19:14,,,,
820727,Fenix 2,12/9/19 12:08,,,,
755174,Fenix Radio +3,10/28/19 17:49,,,,
451779,Fenix Radio +3,1/16/19 9:08,,,,
439821,Fenix Radio +5,1/3/19 12:32,,,,
482318,Fenix 2,2/16/19 9:11,,,,
853169,Fenix Radio +3,12/30/19 11:38,,,,
775669,Fenix 2,11/11/19 19:05,,,,
478849,Fenix Radio +5,2/11/19 18:43,,,,
514510,Fenix Radio +3,3/29/19 14:48,,,,
619351,Fenix Radio +5,6/30/19 10:42,,,,
605845,Fenix 3,6/18/19 10:19,,,,
904662,Fenix Radio +3,2/11/20 12:43,,,,
902022,Fenix Power TV 24in FTA BJ,2/9/20 10:29,,,,
602029,Fenix Radio +5,6/14/19 11:03,,,,
786060,Fenix 3,11/17/19 8:53,,,,
759708,Fenix Radio +3,10/31/19 8:19,,,,
774159,Fenix Radio +3,11/11/19 8:00,,,,
625506,Fenix Radio +3,7/5/19 18:05,,,,
847521,Fenix 2,12/24/19 17:47,,,,
718244,Fenix Power TV 24in FTA BJ,9/26/19 16:51,,,,
706131,Fenix Power TV 24in FTA BJ,9/17/19 16:42,,,,
513621,Fenix Radio +5,3/29/19 10:17,,,,
554879,Fenix Radio +3,5/14/19 8:45,,,,
820977,Fenix Radio +3,12/12/19 12:27,,,,
833048,Fenix 2,12/17/19 8:38,,,,
588543,Fenix 2,6/4/19 12:08,,,,
466307,Fenix Radio +3,1/30/19 13:22,,,,
709856,Fenix Power TV 24in FTA BJ,9/20/19 14:18,,,,
651059,Fenix Radio +3,7/31/19 11:23,,,,
607569,Fenix 2,6/19/19 14:14,,,,
746006,Fenix Power TV 24in FTA BJ,10/20/19 11:26,,,,
875943,Fenix Radio +3,1/20/20 15:49,,,,
545013,Fenix Radio +3,5/5/19 15:02,,,,
745826,Fenix Power TV 24in FTA BJ,10/19/19 15:43,,,,
901295,Fenix 2,2/8/20 11:32,,,,
808743,Fenix 2,12/2/19 11:03,,,,
891978,Fenix Radio +3,2/1/20 11:01,,,,
545601,Fenix 2,5/6/19 12:44,,,,
761103,"Fenix Power TV 24in FTA Upgrade, BJ",10/31/19 19:00,,,,
599304,Fenix 3,6/12/19 11:44,,,,
532903,Fenix Radio +3,4/27/19 7:38,,,,
444148,Fenix 2,1/7/19 20:05,,,,
839805,Fenix 2,12/20/19 15:29,,,,
707873,Fenix Radio +3,9/19/19 9:03,,,,
849560,Fenix Power TV 24in FTA BJ,12/27/19 9:56,,,,
444746,Fenix 2,1/8/19 13:02,,,,
793825,Fenix 2,11/21/19 11:26,,,,
608332,Fenix 2,6/20/19 10:16,,,,
894816,Fenix Power TV 24in FTA BJ,2/3/20 18:00,,,,
750994,Fenix Radio +3,10/24/19 8:15,,,,
781005,Fenix Power TV 24in FTA BJ,11/14/19 14:16,,,,
565019,Fenix 3,5/20/19 15:20,,,,
396796,Fenix Radio +3,11/27/18 14:19,,,,
828003,Fenix Radio +3,12/14/19 13:16,,,,
554638,Fenix 3,5/13/19 18:31,,,,
776342,Fenix 2,11/12/19 11:27,,,,
904142,Fenix Radio +3,2/11/20 14:53,,,,
542550,Fenix Radio +3,5/2/19 15:26,,,,
468153,Fenix 2,2/1/19 11:21,,,,
759494,Fenix 2,10/30/19 15:57,,,,
450426,Fenix Radio +3,1/14/19 14:44,,,,
895971,Fenix Radio +3,2/4/20 14:30,,,,
785973,Fenix 2,11/16/19 19:00,,,,
903906,Fenix Power TV 24in FTA BJ,2/13/20 13:27,,,,
594745,Fenix 3,6/8/19 16:07,,,,
514481,Fenix 2,3/29/19 14:57,,,,
697932,Fenix Radio +3,9/11/19 13:07,,,,
552956,Fenix Radio +3,5/12/19 12:44,,,,
900105,Fenix Radio +5,2/7/20 12:25,,,,
486914,Fenix 2,2/22/19 15:13,,,,
487454,Fenix 3,2/23/19 15:31,,,,
660814,Fenix Radio +3,8/9/19 14:35,,,,
793237,Fenix Radio +3,11/20/19 18:29,,,,
903603,Fenix Radio +3,2/10/20 14:54,,,,
744793,Fenix 2,10/18/19 18:41,,,,
826861,"Fenix Power TV 24in FTA Upgrade, BJ",12/12/19 17:26,,,,
507411,Fenix 3,3/20/19 17:24,,,,
744405,Fenix Radio +3,10/18/19 14:24,,,,
820820,Fenix Power 4 + Woofer BJ,12/9/19 12:54,,,,
552020,Fenix Radio +3,5/11/19 13:31,,,,
631899,Fenix Radio +3,7/11/19 17:49,,,,
566242,Fenix 2,5/21/19 10:39,,,,
661010,Fenix Radio +3,8/9/19 16:28,,,,
839963,Fenix Radio +3,12/20/19 16:45,,,,
818802,Fenix Power TV 24in FTA BJ,12/8/19 12:09,,,,
531938,Fenix 3,4/18/19 18:02,,,,
783001,Fenix 2,11/15/19 12:33,,,,
510631,Fenix Radio +3,3/25/19 13:58,,,,
847814,Fenix 3,12/25/19 10:34,,,,
836001,Fenix Power TV 24in FTA BJ,12/18/19 15:41,,,,
912065,Fenix Power TV 24in FTA BJ,2/18/20 9:25,,,,
701666,Fenix Radio +3,9/13/19 17:45,,,,
819118,Fenix Radio +3,12/8/19 17:30,,,,
743576,Fenix Radio +5,10/18/19 15:55,,,,
787385,Fenix Radio +3,11/17/19 17:06,,,,
741752,Fenix Radio +5,10/16/19 12:43,,,,
512906,Fenix 3,3/29/19 9:07,,,,
790701,Fenix 3,11/19/19 11:47,,,,
773491,Fenix Radio +3,11/10/19 9:55,,,,
553671,Fenix Radio +3,5/13/19 9:44,,,,
718991,Fenix Power TV 24in FTA BJ,9/27/19 11:45,,,,
785484,Fenix 2,11/17/19 17:36,,,,
582954,Fenix 3,5/30/19 16:50,,,,
437609,Fenix 2,12/31/18 11:15,,,,
812901,Fenix Radio +3,12/4/19 14:38,,,,
816740,Fenix Radio +3,12/8/19 10:36,,,,
720529,"Fenix Power TV 24in FTA Upgrade, BJ",9/28/19 13:10,,,,
815721,Fenix Radio +3,12/6/19 10:56,,,,
827566,Fenix Power TV 24in FTA BJ,12/14/19 9:02,,,,
768741,Fenix Radio +5,11/6/19 15:43,,,,
513547,Fenix Radio +3,3/28/19 19:02,,,,
620372,Fenix 2,7/1/19 13:09,,,,
482435,Fenix Radio +5,2/16/19 8:33,,,,
855039,"Fenix Power TV 24in FTA Upgrade, BJ",12/31/19 11:44,,,,
844046,Fenix Power TV 24in FTA BJ,12/23/19 11:18,,,,
453789,Fenix Woofer +3,2/7/19 5:47,,,,
805291,Fenix Radio +3,11/29/19 13:00,,,,
594723,Fenix 3,6/8/19 18:43,,,,
634849,Fenix Radio +5,7/15/19 12:56,,,,
563336,Fenix Radio +3,5/19/19 16:52,,,,
514023,Fenix Radio +3,3/29/19 12:18,,,,
568927,Fenix Radio +5,5/22/19 14:44,,,,
649577,Fenix 3,7/31/19 12:43,,,,
760528,Fenix Radio +3,10/31/19 12:11,,,,
719945,"Fenix Power TV 24in FTA Upgrade, BJ",9/27/19 18:19,,,,
855366,Fenix Radio +3,12/31/19 14:07,,,,
567228,Fenix 3,5/22/19 13:50,,,,
781006,Fenix Radio +3,11/14/19 19:33,,,,
549495,Fenix 2,5/9/19 14:58,,,,
592578,Fenix 3,6/7/19 10:20,,,,
650198,"Fenix Power TV 24in FTA Upgrade, BJ",7/30/19 10:50,,,,
728723,Fenix Radio +3,10/5/19 11:11,,,,
666137,"Fenix Power TV 19in FTA Upgrade, BJ",8/15/19 8:59,,,,
499906,Fenix 3,3/11/19 12:58,,,,
523617,Fenix Radio +3,4/8/19 12:26,,,,
559734,Fenix Radio +5,5/16/19 18:21,,,,
491528,Fenix 3,3/1/19 18:42,,,,
484558,Fenix Radio +3,2/19/19 13:18,,,,
846701,Fenix Power TV 24in FTA BJ,12/24/19 12:02,,,,
710757,Fenix Power TV 24in FTA BJ,9/21/19 12:09,,,,
698005,Fenix Radio +3,9/11/19 13:34,,,,
756578,Fenix Power TV 24in FTA BJ,10/28/19 16:35,,,,
560982,Fenix Radio +5,5/17/19 14:40,,,,
707198,Fenix 3,9/18/19 14:17,,,,
777751,Fenix 2,11/13/19 8:55,,,,
514789,Fenix 3,4/1/19 9:23,,,,
687516,Fenix 3,9/3/19 18:14,,,,
706594,Fenix Radio +3,9/18/19 9:50,,,,
821171,Fenix Radio +5,12/10/19 17:36,,,,
895427,Fenix Power TV 24in FTA BJ,2/4/20 14:51,,,,
613040,Fenix Radio +5,6/24/19 17:55,,,,
774624,Fenix 2,11/11/19 12:05,,,,
869043,Fenix Radio +3,1/14/20 16:46,,,,
624145,Fenix 3,7/4/19 15:04,,,,
404917,Fenix 2,12/4/18 11:25,,,,
670006,Fenix 2,8/19/19 9:41,,,,
513986,Fenix 2,3/29/19 10:42,,,,
569720,Fenix 2,5/24/19 7:25,,,,
759595,Fenix Power TV 24in FTA BJ,10/30/19 19:26,,,,
913242,Fenix 3,2/19/20 8:20,,,,
737970,Fenix Radio +3,10/12/19 17:22,,,,
812877,"Fenix Power TV 24in FTA Upgrade, BJ",12/4/19 15:18,,,,
442388,Fenix 2,1/6/19 12:53,,,,
554664,Fenix Radio +3,5/13/19 18:06,,,,
727652,Fenix Power TV 24in FTA BJ,10/4/19 9:34,,,,
698684,Fenix Radio +3,9/12/19 8:59,,,,
885477,Fenix Radio +3,1/27/20 14:14,,,,
526421,Fenix Radio +3,4/17/19 13:20,,,,
855473,Fenix Power TV 24in FTA BJ,12/31/19 14:52,,,,
464791,Fenix Radio +3,1/28/19 18:22,,,,
842739,Fenix 3,12/22/19 12:25,,,,
819818,Fenix Radio +3,12/8/19 19:24,,,,
755212,Fenix 3,10/27/19 15:13,,,,
595327,Fenix 2,6/9/19 13:46,,,,
661256,Fenix 2,8/10/19 7:15,,,,
629676,Fenix 2,7/10/19 9:18,,,,
669484,Fenix Radio +5,8/18/19 11:18,,,,
485880,Fenix 2,2/21/19 10:05,,,,
915605,Fenix Radio +3,2/21/20 8:26,,,,
607340,Fenix 2,6/19/19 12:05,,,,
739811,Fenix Radio +3,10/14/19 18:07,,,,
552705,Fenix Radio +3,5/12/19 13:29,,,,
783300,Fenix 2,11/17/19 14:37,,,,
679231,Fenix Radio +3,8/27/19 16:17,,,,
707256,Fenix Radio +3,9/18/19 14:42,,,,
860482,"Fenix Power TV 24in FTA Upgrade, BJ",1/6/20 13:51,,,,
635414,Fenix Radio +3,7/15/19 17:30,,,,
628474,Fenix 3,7/9/19 10:42,,,,
844851,Fenix 2,12/23/19 13:50,,,,
620608,Fenix Radio +3,7/1/19 16:07,,,,
668330,Fenix Radio +3,8/16/19 17:46,,,,
514570,Fenix 3,3/29/19 17:20,,,,
778918,Fenix Radio +3,11/13/19 14:46,,,,
852935,Fenix Power TV 24in FTA BJ,12/30/19 10:18,,,,
514335,Fenix 3,3/29/19 13:35,,,,
890928,Fenix Power TV 24in FTA BJ,1/31/20 12:38,,,,
705875,Fenix Radio +5,9/17/19 14:58,,,,
841945,Fenix Power TV 24in FTA BJ,12/21/19 17:12,,,,
554072,Fenix 2,5/13/19 13:14,,,,
489121,Fenix Radio +5,2/26/19 15:08,,,,
905997,Fenix Power TV 24in FTA BJ,2/12/20 12:05,,,,
716570,"Fenix Power TV 24in FTA Upgrade, BJ",9/25/19 15:06,,,,
816789,Fenix 3,12/6/19 18:04,,,,
642345,Fenix 3,7/22/19 15:11,,,,
658660,Fenix 2,8/7/19 15:47,,,,
716784,"Fenix Power TV 24in FTA Upgrade, BJ",9/25/19 17:38,,,,
551482,Fenix Radio +3,5/11/19 9:10,,,,
561356,Fenix 3,5/17/19 18:07,,,,
605781,Fenix 3,6/18/19 9:39,,,,
664844,Fenix 3,8/13/19 16:11,,,,
512365,Fenix 3,3/27/19 14:55,,,,
706158,Fenix Power TV 24in FTA BJ,9/17/19 17:00,,,,
699924,Fenix 2,9/12/19 18:19,,,,
826967,Fenix Radio +3,12/12/19 19:55,,,,
789368,Fenix Radio +3,11/18/19 17:43,,,,
513498,Fenix Radio +3,3/28/19 16:46,,,,
723291,Fenix Radio +3,9/30/19 19:48,,,,
846817,Fenix Power TV 24in FTA BJ,12/24/19 13:30,,,,
748201,Fenix 2,10/22/19 7:10,,,,
404036,Fenix Radio +3,12/3/18 15:14,,,,
548129,Fenix Radio +3,5/8/19 14:32,,,,
802253,Fenix Radio +3,11/27/19 15:19,,,,
793281,Fenix Radio +3,11/20/19 19:55,,,,
486330,Fenix Radio +5,2/21/19 18:57,,,,
559096,Fenix Radio +3,5/16/19 14:42,,,,
787636,Fenix Radio +3,11/17/19 17:40,,,,
747907,Fenix Power TV 24in FTA BJ,10/21/19 15:56,,,,
640139,Fenix 3,7/20/19 14:20,,,,
618859,Fenix Radio +3,6/29/19 14:39,,,,
849179,Fenix Radio +3,12/26/19 19:50,,,,
761106,Fenix Power TV 24in FTA BJ,10/31/19 16:35,,,,
658767,Fenix Radio +3,8/7/19 17:48,,,,
692396,Fenix 3,9/7/19 9:20,,,,
514469,Fenix Radio +3,3/29/19 15:45,,,,
571947,Fenix 3,5/24/19 19:19,,,,
515060,Fenix 3,3/30/19 9:57,,,,
815584,Fenix Radio +3,12/6/19 9:35,,,,
887435,Fenix Radio +3,1/28/20 18:31,,,,
711705,Fenix Radio +5,9/22/19 13:22,,,,
702756,Fenix Radio +3,9/14/19 18:08,,,,
808903,Fenix 2,12/2/19 12:10,,,,
561970,Fenix Radio +3,5/18/19 13:09,,,,
555347,Fenix Radio +5,5/14/19 10:57,,,,
594938,Fenix 2,6/8/19 19:48,,,,
751333,Fenix 3,10/24/19 10:53,,,,
549309,Fenix Radio +5,5/9/19 14:15,,,,
869856,Fenix 2,1/15/20 12:09,,,,
761215,Fenix Power TV 24in FTA BJ,11/1/19 14:32,,,,
769601,Fenix Radio +3,11/7/19 17:04,,,,
719156,Fenix Radio +3,9/28/19 18:46,,,,
619750,Fenix 2,6/30/19 16:37,,,,
851315,Fenix Power TV 24in FTA BJ,12/28/19 13:55,,,,
745940,Fenix Radio +3,10/20/19 15:54,,,,
505426,Fenix Radio +3,3/18/19 13:38,,,,
422395,Fenix Radio +3,12/17/18 17:37,,,,
820939,Fenix Power TV 24in FTA BJ,12/9/19 13:30,,,,
820570,Fenix Radio +3,12/9/19 11:23,,,,
408286,Fenix 2,12/6/18 15:33,,,,
769802,Fenix Radio +3,11/7/19 13:42,,,,
784693,Fenix Radio +5,11/16/19 10:39,,,,
480619,Fenix 2,2/13/19 17:38,,,,
480243,Fenix Radio +3,2/13/19 14:35,,,,
663785,Fenix Radio +3,8/12/19 17:55,,,,
847048,Fenix Power 4 + Woofer BJ,12/24/19 14:47,,,,
829001,"Fenix Power TV 24in FTA Upgrade, BJ",12/14/19 10:54,,,,
452677,Fenix Radio +3,1/17/19 10:59,,,,
745841,Fenix Power TV 24in FTA BJ,10/19/19 19:34,,,,
514083,Fenix 3,3/29/19 11:48,,,,
515321,Fenix Radio +5,3/30/19 12:56,,,,
827774,Fenix Power TV 24in FTA BJ,12/13/19 12:19,,,,
821736,Fenix Radio +3,12/9/19 17:44,,,,
715732,Fenix Radio +3,9/25/19 10:00,,,,
701135,"Fenix Power TV 24in FTA Upgrade, BJ",9/13/19 14:48,,,,
608512,Fenix 2,6/20/19 11:11,,,,
569520,Fenix Radio +5,5/26/19 12:27,,,,
554694,Fenix Radio +3,5/13/19 18:43,,,,
910031,Fenix 2,2/15/20 19:32,,,,
829748,Fenix Power 4 + Woofer BJ,12/14/19 15:59,,,,
837985,Fenix Radio +3,12/21/19 12:46,,,,
406849,Fenix 2,12/5/18 16:32,,,,
712568,"Fenix Power TV 24in FTA Upgrade, BJ",9/23/19 9:55,,,,
564551,Fenix 2,5/20/19 12:44,,,,
789848,Fenix 3,11/18/19 20:40,,,,
650217,Fenix Power TV 24in FTA BJ,7/30/19 15:30,,,,
656779,Fenix Radio +3,8/6/19 12:51,,,,
783194,Fenix Power 2+ Tondeuse,11/15/19 13:32,,,,
557565,Fenix Radio +5,5/15/19 14:21,,,,
797351,Fenix Power TV 24in FTA BJ,11/24/19 10:06,,,,
787374,Fenix Radio +3,11/17/19 13:06,,,,
574118,Fenix 2,5/25/19 14:09,,,,
514173,Fenix 3,3/29/19 12:00,,,,
890555,Fenix Power TV 24in FTA BJ,1/31/20 9:45,,,,
857706,Fenix Power TV 24in FTA BJ,1/4/20 14:39,,,,
527803,Fenix 2,4/13/19 14:31,,,,
529051,Fenix Radio +3,4/15/19 13:44,,,,
539781,Fenix Radio +3,4/29/19 14:38,,,,
573842,Fenix 3,5/24/19 19:08,,,,
657619,Fenix 3,8/6/19 19:01,,,,
793078,Fenix Power TV 24in FTA BJ,11/20/19 16:46,,,,
743545,Fenix Power TV 24in FTA BJ,10/18/19 8:04,,,,
909652,Fenix Radio +5,2/15/20 13:46,,,,
552591,Fenix Radio +3,5/11/19 20:05,,,,
581715,Fenix Radio +5,5/30/19 10:51,,,,
918134,Fenix 2,2/23/20 16:14,,,,
661574,Fenix 3,8/10/19 11:54,,,,
503350,Fenix 2,3/15/19 14:14,,,,
842123,Fenix 3,12/21/19 19:47,,,,
860870,Fenix Power TV 24in FTA BJ,1/7/20 8:07,,,,
534029,Fenix 3,4/22/19 11:15,,,,
559615,Fenix 2,5/16/19 16:52,,,,
817978,Fenix Power TV 24in FTA BJ,12/7/19 12:39,,,,
515694,Fenix 3,3/30/19 17:18,,,,
616009,Fenix 3,6/27/19 11:16,,,,
879771,Hors Garantie BJ,1/23/20 8:24,,,,
789695,Fenix Power 4 + Woofer BJ,11/18/19 18:00,,,,
515469,Fenix 3,3/30/19 16:42,,,,
871137,"Fenix Power TV 24in FTA Upgrade, BJ",1/16/20 13:17,,,,
573336,Fenix 2,5/24/19 15:19,,,,
562664,Fenix Radio +3,5/18/19 18:28,,,,
407094,Fenix 2,12/5/18 20:12,,,,
702133,Fenix 2,9/14/19 11:08,,,,
818581,Fenix Radio +5,12/7/19 16:46,,,,
516241,Fenix 3,3/31/19 12:51,,,,
578846,Fenix Radio +3,5/28/19 13:44,,,,
871920,Fenix 2,1/17/20 10:56,,,,
819713,Fenix Power TV 24in FTA BJ,12/8/19 17:09,,,,
559793,Fenix 3,5/16/19 19:58,,,,
525372,Fenix Radio +3,4/10/19 12:09,,,,
633873,Fenix 3,7/17/19 6:46,,,,
711611,Fenix 3,9/22/19 11:52,,,,
892230,"Fenix Power TV 24in FTA Upgrade, BJ",2/1/20 13:08,,,,
791703,Fenix Power 4 + Woofer BJ,11/19/19 20:21,,,,
553173,Fenix Radio +3,5/12/19 15:12,,,,
