loan_id,customer_id,daily_rate,days_elapsed,days_til_lockout,total_paid
873994,1061610,165,37,6,6000
750027,1690447,500,125,9,53000
797028,1794034,500,94,1,38500
443230,1059609,240,328,30,82953
625084,1422335,175,235,-1,42000
419547,1003735,140,437,-112,42100
697072,1579701,175,168,2,28600
815755,1182523,360,81,21,16488
437329,1045881,240,407,0,86311
834656,1876442,165,69,15,12755
514269,1203663,160,333,5,48584
858472,1928212,500,52,0,21600
616688,1403309,240,243,-7,49500
812098,1827082,280,27,93,83000
486321,1140665,175,369,31,64000
438282,1048033,240,359,1,86400
681649,1550713,175,180,10,31500
790984,1780579,165,98,2,15450
809759,1778095,165,85,0,12750
776001,1748398,130,105,2,13606
661186,1504707,140,200,-4,14842
731813,1649336,500,141,29,75000
711056,1308869,360,157,16,28924
800678,1802048,280,91,3,22300
703991,1592198,140,162,25,22975
568283,1317913,160,279,10,46000
485216,1138701,175,370,4,62481
548243,1281525,175,293,3,48300
836153,1879701,150,69,10,9000
846528,1902062,150,63,8,9600
847595,1904432,500,63,65,60500
588040,1348468,270,267,8,73074
730514,1646494,175,142,0,22050
435810,1042270,140,424,9,58890
907558,2016753,500,12,5,5000
497282,1164671,270,354,0,92120
699851,1584539,500,166,26,88500
881776,1973127,150,32,2,4250
790564,1779578,165,98,1,14700
847986,1905332,165,62,0,8325
775566,1747532,250,106,4,25000
425867,979782,140,432,0,49034
884995,1978565,250,29,-1,5000
797252,1794538,165,93,0,14400
515011,1205407,175,332,3,46425
495684,1160993,300,356,-59,48100
513842,1202695,270,333,-12,49075
770164,1735413,280,110,4,29100
800151,1800851,165,91,-19,6090
706500,1597313,175,160,-17,15450
610852,1385559,160,248,0,27900
788707,1775411,165,99,4,16000
581322,1337017,160,272,18,40280
669342,1522971,295,189,8,52523
483477,1135908,140,371,0,47440
784145,1766078,165,101,2,15500
793046,1785115,500,97,23,55000
770163,1735366,500,110,29,64500
514773,950486,140,250,-141,13120
515490,1206628,160,332,5,50200
561303,1307139,275,284,22,82550
899317,2002123,500,19,8,10000
614780,1361229,160,233,-82,15730
635305,1445560,275,225,24,58300
816153,1836130,165,81,-23,8500
818939,1842342,250,57,245,127826
894089,1993396,130,22,8,2990
740072,1668190,150,133,8,20000
824595,1854642,130,75,0,8909
892920,1991702,165,23,2,3000
630511,1434720,275,230,-1,42527
455259,1088018,475,330,1,168395
767440,1729436,165,110,-16,12900
773236,1742286,280,108,-56,3000
683322,1554451,160,178,1,26740
640372,1457188,175,220,27,36750
656847,1494865,160,203,12,30100
651410,1482523,160,209,8,30000
552884,1291948,275,289,2,63550
750397,1019537,360,125,22,45608
900479,2004104,500,18,31,19500
488626,1145413,160,365,12,45200
512067,1198476,160,335,1,47850
564881,1313134,270,281,0,57387
559778,1304495,160,284,-2,44845
714225,1612141,175,154,3,29300
446788,1067948,140,411,3,55700
553184,1292689,140,289,0,30175
437761,1046864,140,421,4,54700
573317,1325810,160,277,4,41200
680361,1547454,175,180,-56,8775
747370,1684430,165,127,3,18550
622809,1417243,475,237,11,102070
570384,1319660,475,278,70,150299
824199,1853793,250,76,1,17500
571778,1323580,240,277,7,40100
900459,2004109,500,18,29,20000
675434,1536560,140,185,2,15800
478203,1127543,300,308,-39,11200
836346,1880137,165,69,8,11550
880281,1970711,165,33,4,5000
816548,1836980,150,81,6,12000
740032,1153298,360,133,29,45352
427312,1022256,175,430,3,68423
487027,1141913,175,368,1,66000
745727,1680840,500,129,1,61710
514811,1204954,175,333,4,44900
452177,1080687,140,369,-27,22500
559076,1303156,175,284,-22,23700
687788,1562483,175,174,0,26625
515836,1207455,240,332,0,62900
663460,1509812,175,197,-11,21550
759142,1710862,280,118,2,32430
791818,1782447,165,97,1,16100
699025,1583024,475,166,13,80000
557161,1300034,175,286,5,49275
800661,1802012,165,91,-1,11710
730705,1646912,175,141,-29,16200
851651,1913574,150,59,6,9500
919412,2043265,165,1,24,3000
515697,1207009,140,332,-16,33600
562419,1309316,140,283,1,36297
450822,1077540,140,324,-160,14000
807436,1816888,130,87,11,12000
570584,1321545,240,278,5,61800
654171,1488764,300,206,-2,49500
613095,1395474,270,246,35,70000
840930,1889928,165,66,25,14000
577583,1331789,270,0,7,81120
840442,1888911,220,66,1,7200
514059,1203173,160,332,0,45600
625413,1423086,140,235,0,30400
563094,1310604,160,282,-79,16550
847387,1904001,500,63,16,35000
906975,2015743,165,12,1,1000
901769,2006656,165,6,1,79000
784563,1766979,165,101,6,15500
441199,1054796,275,417,-48,87375
730835,1647180,175,141,7,24000
546134,1276641,270,212,-181,5000
790926,1780434,165,98,0,15200
806511,1814788,950,87,4,82000
521537,1219864,300,305,-44,53000
835905,1879129,500,69,-2,30000
876485,1964857,150,35,38,10000
795543,1790637,500,95,0,23200
730120,1645576,175,142,4,15870
800159,1800870,500,91,21,32000
628421,1429976,240,231,10,56100
782794,1763188,165,102,-41,5615
560650,1305816,175,284,9,50250
410834,982903,300,444,2,79100
723055,1629482,500,148,4,65200
772301,1740165,950,108,-1,74600
911439,2025276,220,8,-1,0
579375,1334182,160,210,-47,5700
619155,1409041,275,241,10,66000
854130,1918999,500,57,2,25500
842786,1894120,250,65,3,14769
718635,1620161,500,151,9,75000
821324,1847592,165,78,2,10000
613027,1395317,160,246,1,34300
739721,1667354,150,134,4,20100
530638,1240703,175,314,1,54725
716789,1616863,175,153,14,28050
816078,1835874,500,81,3,36000
434610,1039430,240,342,-195,29600
854095,1371758,360,57,4,8571
818941,1842343,165,79,0,11500
727216,1638985,250,145,6,33000
569099,1319486,160,279,0,40134
790033,1778418,250,98,-1,17000
736035,1659023,130,137,1,17110
478774,1128529,175,379,1,52069
634238,1443252,175,226,2,33325
447245,1069045,300,317,8,100964
882766,1974840,165,31,6,5000
915076,2033564,165,5,20,3000
588136,1348590,140,266,-27,26800
750923,1692423,150,124,7,18050
806559,1814927,950,6,22,280000
515685,1207069,160,331,9,51190
701034,1586584,950,165,0,85000
839234,1885900,500,66,13,36400
514391,1203939,160,333,4,47000
479627,1129890,140,378,6,47600
783413,1764472,130,102,-1,12700
859376,1930193,150,51,-2,3900
553251,1292839,175,289,7,47850
657969,1497390,300,202,8,53100
675435,1536569,175,186,1,24000
516172,1208176,275,245,-155,13200
562193,1308835,300,283,0,55400
905241,1999367,500,14,23,15000
775666,1747724,165,106,2,14900
457308,1090898,240,323,-2,82233
563316,1311054,160,282,10,46400
459033,1093527,300,359,2,103500
656292,1493663,175,204,4,30400
626341,1425258,175,234,1,38390
453281,1083349,175,321,-221,5250
865787,1943944,500,45,22,30000
691417,939591,360,172,1,34600
671676,1528012,270,189,1,13900
854512,1919817,165,56,4,8800
512548,1199611,275,335,-17,36500
768911,1732677,165,111,13,19450
599795,1368532,140,258,11,27150
621626,1414660,175,238,4,24988
784172,1766126,150,102,-2,14000
414370,991332,275,441,-68,80425
571243,1322663,475,209,-120,25000
494064,1157462,270,357,1,70000
728046,1640828,160,144,20,24000
913874,2030748,500,6,31,15000
821330,1847593,250,78,1,18000
818203,1840697,500,80,3,36000
885471,1979337,500,29,77,70000
624428,1420926,300,235,-102,29000
555182,1296532,175,287,-33,29750
443871,1061026,300,343,15,104100
909257,2020502,150,10,30,5000
445728,1065450,140,329,-251,6050
501768,1174794,240,349,-9,37990
848928,1907444,500,61,-1,26500
794553,1788474,500,96,2,40005
514835,1205016,475,333,6,123000
855105,1921129,500,56,-2,15500
783895,1765517,165,102,1,15000
572840,1325014,160,194,-150,5000
548636,1282482,175,209,-158,3925
772538,1484857,360,108,2,35415
424910,1016487,140,433,2,48110
515907,1207581,300,332,6,80700
410350,981962,175,444,2,75175
701489,1587491,175,165,1,25250
734321,1655124,175,139,15,26000
552818,1291806,160,289,2,44500
531475,1242687,175,313,7,52925
667598,1192428,330,193,0,30405
615800,1401449,300,243,3,64400
502556,1175786,175,265,-219,7000
789261,1776699,500,99,1,33000
433588,1037112,475,386,-3,172711
910219,2022665,130,9,59,8000
597178,1363782,160,260,0,31775
732262,1650348,240,140,20,36000
561587,1307588,140,283,-66,20500
724506,1632788,240,147,-5,32200
719975,1622780,500,150,0,68500
710749,1606155,175,157,6,16000
606761,1382250,175,251,10,41450
534247,1249300,175,309,3,56500
777265,1751186,130,105,-37,6700
573851,1301943,160,186,-179,0
724112,1631859,500,147,19,72000
673221,1531463,175,188,11,34217
783615,1764917,165,102,2,11498
508074,1189170,175,277,-120,17250
619423,1409657,160,183,-121,7000
558703,1302554,175,285,1,43550
684950,1557183,480,176,1,82000
817682,1839562,165,80,-18,7900
813452,1830119,250,82,5,20000
484075,1136924,240,371,0,82604
620812,1412845,175,238,1,41592
817468,1839062,165,80,11,14000
654035,1488498,240,206,-58,27000
453562,1083939,300,403,2,100800
561390,1307307,160,254,-34,9160
751366,1295618,130,124,-48,9300
572832,1324974,270,277,41,84500
816141,1836023,130,81,32,14000
778200,1753255,500,104,4,27500
692364,1346184,360,171,7,31427
547826,1280500,175,293,-16,27923
890268,1987026,165,25,0,3000
661117,1504536,270,200,14,33500
718314,1616566,500,152,8,76500
880439,1970976,500,33,3,14500
828277,1862795,250,73,-10,11700
792153,1783149,500,97,1,45000
780745,1758754,280,103,-23,16000
692579,1571670,270,171,17,50200
819860,1844455,130,78,2,4000
815099,1833785,165,82,1,12540
689154,1565148,950,174,6,154000
573390,1325877,300,277,21,45500
607761,1384331,270,221,-121,4000
715305,1577094,140,154,7,21160
809152,1820534,165,85,0,13050
857287,1925698,500,53,0,17000
823639,1852660,165,70,1,10500
565108,1313500,300,168,-40,15200
804858,1227261,1,0,4,0
593761,1357759,160,262,-48,26110
865972,1944366,280,45,1,11000
891980,1989904,500,24,1,10500
819175,1842881,165,79,-30,7000
695160,1576341,140,169,5,23500
878587,1967943,500,34,53,40000
551752,1289601,175,290,0,47000
515865,1207530,270,332,-35,35000
649004,1477034,160,211,22,36000
686021,1559252,175,175,1,27372
497902,1166171,270,354,18,53600
686820,1560616,160,175,12,29000
746188,1681897,280,128,1,32900
765839,1725969,165,113,1,16000
436900,1044836,175,422,-19,20300
904586,2011351,130,14,0,1000
849585,1908915,165,60,2,7255
785374,1768801,165,101,2,8000
799898,1800307,130,91,5,12100
565016,1313361,160,281,-26,25260
568304,1318123,140,279,-32,19100
603756,1376261,140,254,-37,18600
552442,1116320,240,290,0,60180
905304,2012769,500,14,41,24000
779084,1755176,250,104,4,25000
821464,1847951,280,78,-1,10200
801961,1804852,250,90,4,21200
552660,1291524,270,172,-101,16620
785261,1768573,165,99,1,14400
605697,1380026,270,252,4,67050
567801,947184,270,279,15,79000
861982,1935753,500,49,20,31000
723965,1631531,175,147,2,23520
570719,1321757,140,278,36,35540
433191,1036173,275,343,-276,16500
891334,1988747,165,25,3,3525
690642,1140071,360,173,38,55317
787373,1772441,150,100,27,18000
759713,1712164,165,118,23,22500
678801,1544200,160,182,27,30000
833139,1873160,500,70,29,45000
517516,1210942,160,330,8,46200
522507,1222049,175,325,12,56750
777167,1750983,165,105,0,18640
526785,1231858,175,319,-3,39127
706195,1041255,360,161,0,25200
517415,1210717,270,247,-172,16500
476145,1123595,275,382,14,109000
834533,1876226,500,70,6,27000
834733,1876619,500,69,8,28000
566580,1315438,160,280,29,46200
796600,1793067,130,94,-41,4500
780687,1758707,130,103,28,15700
814075,1831510,500,82,-1,24500
747414,1684532,500,127,6,63100
464326,1102666,140,393,4,53400
623126,1414932,475,236,2,112000
512412,1199281,175,335,5,56250
824103,1853569,165,76,18,14500
779208,1755321,130,104,-1,12500
789284,1475968,360,99,4,34011
794633,1788651,500,96,0,41000
845291,1899363,950,64,70,252900
624621,1421346,140,235,12,33600
680113,1547243,140,180,2,23200
559621,1304194,240,202,-195,0
849142,1907804,130,60,2,7590
519432,1215077,475,328,-25,70000
473662,1118730,300,331,76,106200
549737,1285088,175,292,-1,29850
783993,1765750,150,102,8,13150
891054,1630794,500,22,3,9000
562449,1309346,160,283,3,46500
450290,1076298,140,407,1,37100
558378,1302084,175,285,92,66000
906626,2015134,150,13,0,1000
409921,980856,300,362,-298,10000
535364,1251960,175,307,0,51925
422947,1011748,140,434,0,59000
820257,1845278,150,78,-40,2000
756613,1705191,220,120,3,25520
830719,1868105,500,72,7,36000
554540,1295496,160,288,13,34300
800229,1801015,280,0,7,79000
514056,1203166,175,333,9,56300
447423,1069475,140,411,7,30501
664444,1511955,175,196,4,31350
531851,1243608,475,313,-56,84000
807459,1816923,165,87,1,9500
777980,1038259,360,104,19,26064
638808,1453657,270,210,111,81791
828640,1863627,165,73,0,8900
839911,1887757,150,67,1,10000
736827,1660804,500,136,4,65000
524903,1227545,175,322,-19,37525
652429,1484857,270,208,2,50685
912831,2025380,500,7,20,10000
682597,1552878,175,179,11,29500
675230,1536114,175,186,7,24165
549190,1283745,300,256,-69,35600
909029,1743342,360,11,7,2056
488614,1145384,295,365,-6,92800
905823,2013588,165,13,3,1500
832676,1872188,150,70,10,10500
482298,1133901,300,358,4,107929
919188,2042791,500,1,16,5000
483167,1135588,475,373,-76,128250
710493,1304801,360,157,5,50186
450416,1076582,300,343,-2,108000
823332,1851968,500,77,2,35401
533288,1247049,175,311,-21,45764
917667,2039354,165,3,4,0
738533,1664731,130,135,1,14250
496008,1161776,270,281,73,90226
814190,1831794,165,82,1,12200
769520,1733957,165,110,13,19165
647818,1474344,160,213,5,34010
806985,1815861,950,87,10,85500
513230,1201195,140,280,-120,13740
755180,1701953,150,121,-5,11000
549855,1285375,175,292,-1,47025
608566,1385560,140,250,3,33500
664051,1511061,175,196,13,28825
854158,1917017,500,57,23,35000
909610,2021287,130,10,7,1500
788344,1490023,360,98,2,32623
505120,1182523,295,344,21,86962
854057,1918838,150,57,4,9000
730502,1646463,500,142,38,67000
559773,1304480,160,284,-62,17500
431516,1032271,175,428,-13,57675
898363,2000254,165,19,0,2000
856809,1924763,165,54,-28,2500
789357,1775950,480,99,-4,35000
913034,2016941,165,7,10,1650
573613,1326349,275,277,1,75691
832379,1871541,250,71,6,17500
494204,1157740,140,357,10,47750
711803,1608297,500,156,46,96000
812240,1827353,250,83,5,19900
583432,1340188,160,270,0,34800
833997,1875071,430,70,0,31600
616259,1402368,175,243,6,37876
867909,1948631,500,43,63,70000
611243,1391501,160,248,0,39180
557185,1300082,300,286,2,72200
514380,1203909,275,127,-120,0
718874,1612978,175,151,2,24625
878759,1968215,250,34,5,8000
898202,1999997,165,19,0,2000
844172,1896934,165,64,4,10165
571543,1323239,140,194,-136,5240
558193,1301794,175,286,1,40375
572726,1324818,160,277,-35,28220
558173,1301750,160,203,-174,3000
799936,1800362,165,91,-3,9800
908445,2018613,165,11,5,1500
691774,1570119,500,172,-10,50500
626687,1426054,175,233,6,40204
894033,1993298,165,22,15,5000
782095,1761666,165,99,2,8000
687995,1562909,160,174,-8,19550
560204,1305006,175,284,8,47700
567430,1316916,160,280,-45,11000
689312,1565368,175,173,-132,6100
718241,1619547,140,152,35,24500
917335,2038639,500,3,4,0
661686,1235685,270,199,0,55710
817700,1839629,130,80,6,11000
853660,1917921,500,57,-24,13000
786670,1771240,165,100,5,14600
706865,1598079,175,160,30,31500
450482,1076713,175,324,-312,1000
571313,1322822,160,278,1,36400
826946,1859861,280,74,3,21000
442400,1057746,175,340,-28,13600
758768,1710046,500,118,9,60000
904587,2011342,500,14,0,3500
638358,1452491,175,222,41,42250
747994,1657972,165,127,-4,12765
773140,1742077,500,108,-15,32500
531218,1242099,300,313,0,89918
814829,1833180,500,82,1,32000
529077,1237135,275,316,4,85000
518174,1212295,175,329,5,52950
850348,1910645,500,60,4,29500
826146,1858108,500,75,0,31500
849582,1146945,360,60,23,9691
659831,1501630,175,201,2,39000
478981,1128800,175,378,6,55900
866443,1945444,500,44,4,20500
533063,1246547,175,311,0,49600
815256,1834144,165,80,11,14125
872000,1957373,500,39,3,16000
621183,1413521,160,238,-134,11045
783266,1764172,165,102,5,16900
765780,1725848,165,113,1,14095
787862,1773556,150,100,24,17700
433000,1035695,240,366,-50,19900
573923,1326925,140,277,1,35550
901518,2006165,130,17,6,2300
515109,1205351,270,332,1,85000
864850,1941895,250,46,1,10001
702728,1589987,175,164,92,41248
650394,1480151,160,210,4,23065
654637,1489926,175,206,16,32000
789093,1776247,250,99,5,23000
391243,936292,140,460,0,39058
617317,1404700,270,4,22,81120
614176,1397778,240,245,38,62800
744055,1677031,500,130,19,71000
813971,1831277,280,82,5,16000
571225,1322667,240,278,-68,10000
721686,1626499,500,149,9,71000
499883,1170476,270,268,-227,9000
610165,1388757,160,249,10,41360
693767,1241630,360,170,2,58206
779938,1757022,280,103,3,17500
803458,1808083,130,89,4,11500
850977,1912051,165,59,-1,7300
811379,1825526,150,84,20,12050
531986,1243957,175,313,1,40575
820727,1846295,130,78,29,13250
755174,1701936,165,120,1,18400
451779,1079815,300,357,4,99900
439821,1051590,475,355,9,165300
482318,1133941,240,374,-51,38300
853169,1916846,165,57,10,10000
775669,1747742,130,106,2,12425
478849,1128661,475,296,-149,56100
514510,1204103,300,274,-187,31000
619351,1409476,275,240,17,57363
605845,1380327,270,252,1,70650
904662,2011505,165,14,23,5000
902022,2007113,500,16,21,15000
602029,1372671,475,256,-3,111910
786060,1770252,150,100,0,13170
759708,1712158,280,117,6,33200
774159,1288231,165,106,0,17250
625506,1423297,175,235,5,41229
847521,1904269,130,63,2,7800
718244,1619572,500,152,2,69500
706131,1596656,500,161,6,69000
513621,1202172,275,333,28,89450
554879,1131881,175,287,0,45374
820977,1846854,165,75,-56,2000
833048,1873012,130,70,15,10500
588543,1349412,240,266,-27,28000
466307,1105815,300,391,5,103000
709856,1604300,500,158,3,75500
651059,1481765,175,209,30,41300
607569,1383871,240,136,-78,11400
746006,1681474,500,128,-2,57500
875943,1964159,165,36,4,5500
545013,1274066,300,205,48,95318
745826,1681022,500,129,5,57500
901295,2005691,220,17,17,5940
808743,1819698,130,85,22,13000
891978,1989937,165,24,4,3500
545601,1275356,240,295,-8,12069
761103,1474845,360,117,0,47056
599304,1367609,160,258,-26,23940
532903,1246161,175,304,-3,21315
444148,1061807,140,414,2,56300
839805,1887511,130,67,13,10130
707873,1600068,300,159,-56,8500
849560,1908836,500,60,1,25000
444746,1063217,140,413,-8,20740
793825,1786862,130,96,2,9900
608332,1385312,140,250,-4,29100
894816,1994573,950,22,10,25000
750994,1692563,165,124,12,21500
781005,1759351,500,103,0,36500
565019,1313345,270,278,17,87728
396796,948840,175,455,3,78501
828003,1862161,165,73,36,17000
554638,1295724,160,288,-6,33250
776342,1749133,130,105,3,13500
904142,2010599,165,14,11,3000
542550,1268367,300,299,15,93000
468153,1108864,140,389,8,53100
759494,1711636,130,118,1,11990
450426,1076548,300,405,-1,107865
895971,1996322,165,21,0,2400
785973,1770102,130,101,-7,8700
903906,2010247,500,12,28,15000
594745,1359741,160,262,2,42000
514481,1204180,240,309,4,77404
697932,1581012,175,167,-50,16950
552956,1292146,175,198,-157,4200
900105,2003484,250,18,20,7500
486914,1141654,240,368,2,85460
487454,1142847,160,367,0,57700
660814,1503834,175,200,17,36750
793237,1785558,165,97,7,17100
903603,2009658,165,15,26,5800
744793,1678733,130,130,-55,6420
826861,1699105,699,75,114,160700
507411,1187694,270,342,-62,39711
744405,1677844,165,130,5,18500
820820,1846557,280,78,0,11360
552020,1290151,175,290,1,51650
631899,1437913,300,229,5,54400
566242,1314858,140,280,-68,7000
661010,1504320,175,200,-2,32800
839963,1887841,165,67,1,8140
818802,1842044,500,79,8,40200
531938,1243832,160,313,1,40650
783001,1763554,130,102,7,13000
510631,1195154,175,337,4,53150
847814,1904944,150,62,9,8900
836001,1879349,500,69,3,32000
912065,2026665,500,7,10,2000
701666,1587823,175,139,-54,2350
819118,1842748,165,79,5,12900
743576,1675973,250,130,0,28500
787385,1772462,165,100,27,20000
741752,1671848,430,0,30,115000
512906,1200458,270,332,3,79358
790701,1779897,150,98,2,13500
773491,1742895,165,107,3,17400
553671,1293623,175,288,12,46450
718991,1620894,950,151,-26,40000
785484,1769033,130,100,-3,8500
582954,1339482,160,271,-8,24880
437609,1046525,140,421,3,54150
812901,1828836,280,83,1,20660
816740,970139,165,79,6,12500
720529,1206304,360,150,3,8372
815721,1835134,165,81,25,16750
827566,1064909,500,73,0,33000
768741,1732255,250,111,19,30000
513547,1201987,300,334,0,89612
620372,1411791,140,239,-4,27500
482435,1134147,275,374,4,104225
855039,1406821,360,56,20,5040
844046,1896769,500,64,10,33500
453789,1084541,295,383,0,95206
805291,1812072,165,88,9,14850
594723,1359670,160,262,4,41800
634849,1444540,475,225,1,88025
563336,1311102,175,199,-124,12500
514023,1203075,175,333,-11,33026
568927,1319163,275,89,-35,9000
649577,1478298,160,209,-34,10501
760528,1714010,165,117,21,21650
719945,1227591,360,151,1,38209
855366,1921684,165,56,5,9000
567228,1316545,160,279,17,43678
781006,1759385,165,103,4,16500
549495,1284479,140,292,-1,37450
592578,1355863,270,263,-123,26600
650198,1092784,360,210,6,81083
728723,1642385,175,143,-38,16900
666137,1259262,330,194,-25,32475
499906,1170695,160,268,-231,4400
523617,1224527,175,323,20,56050
559734,1298450,275,285,8,73000
491528,1151835,270,361,2,90865
484558,1137644,300,235,2,87773
846701,1902456,500,63,39,47500
710757,1606188,500,157,7,71000
698005,1581006,175,167,0,30050
756578,1705094,500,120,-10,40000
560982,1306438,275,284,5,81500
707198,1598759,160,160,0,16185
777751,1752252,130,104,-43,7525
514789,1204891,160,330,22,56100
687516,1561259,160,175,21,29400
706594,1597498,175,160,1,26750
821171,1847251,250,77,5,18500
895427,1995365,500,21,1,6000
613040,1395352,275,246,1,53400
774624,1442155,130,106,-4,12150
869043,1951039,165,42,8,7000
624145,1420286,160,236,20,32000
404917,968609,140,448,19,58800
670006,1524412,140,190,27,31050
513986,1202986,140,333,4,45515
569720,1320481,140,277,7,36080
759595,1711891,500,118,-7,18500
913242,2029317,150,6,14,2000
737970,1663475,165,136,6,22000
812877,1446416,360,83,4,20382
442388,1057734,140,415,4,55465
554664,1295779,175,288,-9,34000
727652,1639959,500,144,-4,42700
698684,1582151,300,166,0,29300
885477,1979280,165,29,8,5000
526421,1231006,175,314,1,54950
855473,1921929,500,56,13,31000
464791,1103530,175,393,10,59250
842739,1893991,250,65,2,15000
819818,1844359,165,79,22,14850
755212,1702041,150,121,12,18800
595327,1360769,140,261,4,35251
661256,1504868,140,199,1,27200
629676,1432833,240,230,-44,26540
669484,1523286,475,191,-63,21000
485880,1139863,140,369,-45,10601
915605,2034793,165,4,9,1000
607340,1383391,140,251,-27,18500
739811,1667544,165,134,9,22860
552705,1291598,175,289,-9,34500
783300,1764206,130,100,4,13150
679231,1545187,175,182,2,27825
707256,1598871,175,160,-11,24400
860482,1179220,360,50,8,17177
635414,1445821,175,225,10,36500
628474,1430086,270,231,4,64310
844851,1898492,220,64,10,15000
620608,1412366,175,239,-39,25350
668330,1520587,300,193,0,34500
514570,1204366,160,333,2,36500
778918,1754866,165,104,11,18000
852935,1916413,500,57,10,30000
514335,1203837,160,333,9,47300
890928,1988041,500,25,2,10000
705875,1596032,275,161,11,45500
841945,1892242,500,66,9,32500
554072,1294476,140,288,2,36950
489121,1146465,275,364,0,90400
905997,2013837,500,13,24,15000
716570,1358803,360,153,0,44280
816789,1837505,150,81,10,13050
642345,1461612,270,218,9,43100
658660,1498990,140,202,32,29400
716784,1356394,360,153,10,56689
551482,1289032,300,290,-44,35400
561356,1307128,160,284,12,25000
605781,1380163,160,252,1,32465
664844,1512660,160,196,19,30900
512365,1199129,160,252,-141,16600
706158,1596689,500,161,12,80000
699924,1584688,140,166,13,24000
826967,1859910,165,75,6,12335
789368,1776939,165,99,1,14500
513498,1201873,175,251,-228,3000
723291,1629999,175,148,7,27075
846817,1902738,500,63,2,28500
748201,1686405,220,126,2,24900
404036,966597,175,449,0,74850
548129,1281209,175,293,1,46000
802253,1805507,280,90,1,19000
793281,1785656,165,97,30,20000
486330,1140655,475,369,0,141605
559096,1303209,175,210,-119,14750
787636,1773024,165,100,4,13600
747907,1685739,500,127,2,45001
640139,1456655,160,220,5,26400
618859,1408315,300,241,-1,65300
849179,1908020,165,61,2,8100
761106,1715286,500,117,-4,41000
658767,1499225,175,202,10,34350
692396,1571285,270,171,5,34750
514469,1204086,175,333,0,52025
571947,1323784,160,277,-36,22500
515060,1205575,270,324,-1,85298
815584,1834861,165,81,21,15800
887435,1982452,165,28,13,5500
711705,1608106,475,156,49,77000
702756,1590060,300,164,21,53000
808903,1820020,130,85,1,12100
561970,1308365,175,283,6,48025
555347,1292932,275,287,30,75100
594938,1360102,140,262,-40,27600
751333,1693303,250,124,3,26000
549309,1284050,475,292,1,57200
869856,1952763,130,41,7,5500
761215,1715559,500,116,71,90000
769601,1734109,165,110,5,18200
719156,1299090,175,150,6,23000
619750,1410418,140,157,-136,2000
851315,1912794,500,59,4,23000
745940,1681318,280,128,0,36100
505426,1183224,300,344,0,95300
422395,1010461,300,435,-27,95000
820939,1846787,500,78,4,37600
820570,1845954,165,78,4,8000
408286,976938,140,446,6,59600
769802,1734555,165,110,7,17890
784693,1767238,430,101,5,50000
480619,1131309,140,377,6,52400
480243,927683,175,377,11,57125
663785,1510508,175,197,9,31950
847048,1903197,280,63,-27,8000
829001,1471618,360,73,0,18000
452677,1081940,300,321,-278,1000
745841,1681095,500,129,-32,45000
514083,1203222,160,333,3,57210
515321,1206178,275,332,4,37000
827774,1861625,500,74,0,28400
821736,1848530,165,78,17,13800
715732,1614813,175,153,1,21350
701135,1257335,360,165,7,31633
608512,1385715,140,250,6,34400
569520,1317111,475,0,7,152350
554694,1295840,175,288,14,55100
910031,2022224,130,10,11,1900
829748,1866081,280,73,2,20000
837985,1883679,165,66,-1,9570
406849,973235,240,447,-3,79900
712568,1110012,360,155,0,12000
564551,1312606,140,281,-54,19000
789848,1778009,150,99,4,14600
650217,1479732,500,210,5,104000
656779,1494729,175,203,-47,18350
783194,1763989,165,102,1,16000
557565,1300636,275,286,9,78100
797351,1794764,500,93,8,46000
787374,1772443,165,100,4,16350
574118,1327151,240,276,-60,51000
514173,1203368,160,333,1,35250
890555,1987411,500,25,2,10000
857706,1292258,500,52,50,44900
527803,1234209,140,278,-69,7100
529051,1237058,300,233,-139,22140
539781,1262051,175,302,2,41900
573842,1326755,160,277,5,43700
657619,1496686,270,203,-29,26200
793078,1785184,500,97,9,49500
743545,1675876,500,130,3,59000
909652,2021325,250,10,57,15000
552591,1291431,175,290,11,40350
581715,1257300,275,271,2,59400
918134,2040387,130,2,5,0
661574,1505584,270,199,-68,7200
503350,1178431,140,347,0,47850
842123,1892632,150,66,43,15000
860870,1933345,500,49,48,45000
534029,1248806,160,309,32,54500
559615,1304174,140,210,9,13000
817978,1839740,500,80,-49,5000
515694,1207116,160,332,-48,24675
616009,1401851,270,243,12,54300
879771,1052602,1,0,-1,0
789695,1777615,480,99,4,46800
515469,1206564,160,332,-2,36230
871137,1259359,360,40,250,17300
573336,1325665,140,277,1,16578
562664,1309836,175,283,-1,44275
407094,973962,240,364,-213,20750
702133,1588730,140,164,12,23500
818581,1841584,250,80,0,16500
516241,1208337,160,331,4,46350
578846,1332795,175,273,-74,24625
871920,1400387,130,39,0,3800
819713,1844097,500,79,15,43500
559793,1304529,160,252,-29,13360
525372,1228579,300,321,0,88200
633873,1442416,160,223,1,29480
711611,1607946,160,156,0,23398
892230,1708097,360,24,16,0
791703,1782155,280,98,14,30600
553173,1292653,175,289,-23,14250
805028,1811515,165,88,-21,7450
507779,1188480,140,341,1,49600
657500,1496408,175,203,-1,33100
400915,959201,140,369,-209,4455
616534,1397078,140,242,3,20940
855287,1921509,150,56,7,5000
850586,1911224,150,4,156,69000
823866,1853135,500,76,4,36500
558380,1302089,160,285,4,27840
624413,1420892,175,236,0,41000
663750,1510333,475,197,14,100500
